관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편의시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
48129-00058,제2어린이공원,어린이공원,경상남도 창원시 진해구 남문동 881-12,경상남도 창원시 진해구 남문동 881-12,35.107084,128.751182,4488,-,-,-,-,-,-,경상남도 창원시청,055-548-4501,2019-09-24,5670000,경상남도 창원시
48127-00012,제17호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 279-1번지 일원,경상남도 창원시 마산회원구 구암동 279-1번지 일원,35.253549,128.593676,1111,-,조합놀이대,-,-,-,1973-01-31,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00059,19호 소공원,소공원,경상남도 창원시 마산회원구 구암서9길 33 일원,경상남도 창원시 마산회원구 구암동 167번지 일원,35.250202,128.595476,930,-,-,-,-,-,2008-01-24,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00058,18호 소공원,소공원,경상남도 창원시 마산회원구 회원북16길 40-1,경상남도 창원시 마산회원구 회원동 214-19번지 일원,35.223143,128.570443,2000,-,-,-,-,-,2007-12-20,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00057,17호 소공원,소공원,경상남도 창원시 마산회원구 회원남로 76 일원,경상남도 창원시 마산회원구 회원동 355-57번지 일원,35.218996,128.569519,2453,-,-,-,-,-,2007-12-20,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00056,16호 소공원,소공원,경상남도 창원시 마산회원구 회원남26길 12 일원,경상남도 창원시 마산회원구 회원동 566,35.218161,128.5651538,2767,-,-,-,-,-,2007-12-20,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00055,15호 소공원,소공원,경상남도 창원시 마산회원구 회원남27길 19-1 일원,경상남도 창원시 마산회원구 회원동 597-8번지 일원,35.217408,128.564772,2845,-,-,-,-,-,2007-12-20,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00054,13호 소공원,소공원,경상남도 창원시 마산회원구 석전남8길 58 일원,경상남도 창원시 마산회원구 석전동 149-28번지 일원,35.226845,128.571761,254,-,-,-,-,-,2007-10-25,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00053,12호 소공원,소공원,경상남도 창원시 마산회원구 석전남20길 2 일원,경상남도 창원시 마산회원구 석전동 146-63번지 일원,35.226759,128.570231,1629,-,-,-,-,-,2007-10-25,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00052,11호 소공원,소공원,경상남도 창원시 마산회원구 석전남18길 16 일원,경상남도 창원시 마산회원구 석전동 137-55번지 일원,35.228655,128.569385,2545,-,-,-,-,-,2007-10-25,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00051,10호 소공원,소공원,경상남도 창원시 마산회원구 석전남16길 58 일원,경상남도 창원시 마산회원구 석전동 137-53번지 일원,35.228787,128.569447,666,-,-,-,-,-,2007-10-25,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00050,제86호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성북23길 23-40,경상남도 창원시 마산회원구 합성동 60-2번지 일원,35.246446,128.589086,4986,-,-,-,-,-,2010-04-08,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00049,제11호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원북5길 42 일원,경상남도 창원시 마산회원구 회원동 390-22번지 일원,35.219794,128.567547,1500,-,-,-,-,-,2007-12-20,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00048,제87호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 240-3번지 일원,경상남도 창원시 마산회원구 석전동 240-3번지 일원,35.233043,128.574783,1536,-,"시소, 흔들기구, 기타",-,-,-,2010-06-17,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00047,제72호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 84-2번지 일원,경상남도 창원시 마산회원구 양덕동 84-2번지 일원,35.228863,128.582044,3839,농구장,"조합놀이대, 그네, 흔들기구",-,-,-,2008-01-04,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00046,제71호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 84-7번지 일원,경상남도 창원시 마산회원구 양덕동 84-7번지 일원,35.224652,128.582203,12432,족구장,"조합놀이대, 시소, 그네, 흔들기구",화장실,-,바닥분수,2008-01-04,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00045,제63호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 508-2번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 508-2번지 일원,35.230029,128.498656,2163,-,조합놀이대,-,-,-,1999-09-02,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00044,제62호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 507-9번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 507-9번지 일원,35.227679,128.496479,1629,-,조합놀이대,-,-,-,1999-09-02,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00043,제61호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 504-5번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 504-5번지 일원,35.231138,128.495093,2417,-,"조합놀이대, 흔들기구",-,-,-,1999-09-02,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00042,제59호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 1번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 1번지 일원,35.238024,128.502868,5590,족구장,조합놀이대,화장실,-,-,1994-12-21,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00041,제58호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 12번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 12번지 일원,35.233546,128.501325,5289,-,"미끄럼틀, 시소, 그네, 네트플레이",화장실,-,-,1994-12-21,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00040,제57호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 41번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 41번지 일원,35.227674,128.503604,4950,족구장,"조합놀이대, 그네, 시소",화장실,-,-,1994-12-21,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00039,제49호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 상곡리 190-19번지 일원,경상남도 창원시 마산회원구 내서읍 상곡리 190-19번지 일원,35.244626,128.500587,1583,-,조합놀이대,-,-,-,1990-11-05,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00038,제48호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 상곡리 191번지 일원,경상남도 창원시 마산회원구 내서읍 상곡리 191번지 일원,35.245907,128.498954,3311,-,조합놀이대,-,-,-,1990-11-05,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00037,제47호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1057번지 일원,경상남도 창원시 마산회원구 내서읍 중리 1057번지 일원,35.243249,128.504014,1580,-,"조합놀이대, 흔들기구",-,-,-,1990-11-05,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00036,제46호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1048-2번지 일원,경상남도 창원시 마산회원구 내서읍 중리 1048-2번지 일원,35.246936,128.507466,2140,-,조합놀이대,-,-,-,1990-11-05,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48125-00027,마산-70호공원,어린이공원,경상남도 창원시 마산합포구 신포동1가 76-1번지,경상남도 창원시 마산합포구 신포동1가 76-1번지,35.201618,128.572129,1667,-,"조합놀이대 1개, 그네 1개, 시소 2개, 흔들놀이 2개",-,-,파고라 1동,2006-01-19,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48127-00035,제45호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1039번지 일원,경상남도 창원시 마산회원구 내서읍 중리 1039번지 일원,35.249821,128.509318,1635,-,조합놀이대,-,-,-,1990-11-05,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00034,제44호 어린이공원,어린이공원,경상남도 창원시 마산회원구내서읍 중리상곡로 124 일원,경상남도 창원시 마산회원구 내서읍 중리 1037번지 일원,35.251046,128.511344,1752,-,조합놀이대,-,-,-,1990-11-05,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00033,제43호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 101-5번지 일원,경상남도 창원시 마산회원구 봉암동 101-5번지 일원,35.213286,128.617332,4200,-,"미끄럼틀, 시소, 그네",-,-,-,1986-10-22,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00032,제41호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동 650번지 일원,경상남도 창원시 마산회원구 회원동 650번지 일원,35.215955,128.560104,1648,-,-,-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00031,제40호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원2동 668-1번지 일원,경상남도 창원시 마산회원구 회원2동 668-1번지 일원,35.219591,128.563782,1424,-,"조합놀이대, 흔들기구",-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00030,제39호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원2동 628-1번지 일원,경상남도 창원시 마산회원구 회원2동 628-1번지 일원,35.221588,128.567142,1430,-,조합놀이대,-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00029,제38호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회성동 444-19번지 일원,경상남도 창원시 마산회원구 회성동 444-19번지 일원,35.233128,128.556994,973,-,"조합놀이대, 시소, 그네",-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00028,제37호 어린이공원,어린이공원,경상남도 창원시 마산회원구 북성로 351,경상남도 창원시 마산회원구 회성동 449-7번지 일원,35.233561,128.559095,995,-,조합놀이대,-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00027,제36호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 272-21번지 일원,경상남도 창원시 마산회원구 석전동 272-21번지 일원,35.231033,128.566821,1500,-,"조합놀이대, 시소, 그네",-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00026,제35호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 284-1번지 일원,경상남도 창원시 마산회원구 석전동 284-1번지 일원,35.227371,128.568575,969,-,"조합놀이대, 흔들기구",-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00025,제34호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동 32-1번지 일원,경상남도 창원시 마산회원구 회원동 32-1번지 일원,35.221479,128.572667,817,-,조합놀이대,-,-,-,1969-12-23,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00024,제33호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동11길 2 일원,"경상남도 창원시 마산회원구 회원동 52-9, 10, 11번지 일원",35.218414,128.573891,833,-,조합놀이대,-,-,-,1969-12-23,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00023,제30호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 458-11번지 일원,경상남도 창원시 마산회원구 봉암동 458-11번지 일원,35.220902,128.598146,463,-,"조합놀이대, 시소",-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00022,제29호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 450-19번지 일원,경상남도 창원시 마산회원구 봉암동 450-19번지 일원,35.222829,128.596884,531,-,"조합놀이대, 시소",-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00021,제27호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 24-1번지 일원,경상남도 창원시 마산회원구 양덕동 24-1번지 일원,35.235417,128.588431,596,-,조합놀이대,-,-,-,1974-03-23,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00020,제26호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕북16길 49,경상남도 창원시 마산회원구 양덕동 94-13번지 일원,35.23498233,128.5844431,973,-,조합놀이대,-,-,-,1970-01-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00019,제25호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕로 186,경상남도 창원시 마산회원구 양덕동 70번지 일원,35.234146,128.580801,822,-,-,-,-,-,1970-01-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00018,제24호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 235-1번지 일원,경상남도 창원시 마산회원구 석전동 235-1번지 일원,35.233016,128.577427,815,-,조합놀이대,-,-,-,1969-12-23,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00017,제22호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 88-1번지 일원,경상남도 창원시 마산회원구 합성동 88-1번지 일원,35.239993,128.580957,990,-,"조합놀이대, 그네",-,-,-,1974-04-16,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00016,제21호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 167-10번지 일원,경상남도 창원시 마산회원구 합성동 167-10번지 일원,35.241737,128.588608,1310,-,조합놀이대,-,-,-,1974-04-16,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00015,제20호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 115-12번지 일원,경상남도 창원시 마산회원구 합성동 115-12번지 일원,35.243232,128.583342,992,-,"조합놀이대, 흔들기구",-,-,-,1974-04-16,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00014,제19호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 85-10,경상남도 창원시 마산회원구 구암동 85-10,35.249397,128.5981057,1329,-,조합놀이대,-,-,-,1973-01-31,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00013,제18호 어린이공원,어린이공원,"경상남도 창원시 마산회원구 구암동 1355-1, 2번지 일원","경상남도 창원시 마산회원구 구암동 1355-1, 2번지 일원",35.253612,128.599264,1320,-,"조합놀이대, 시소",-,-,-,1973-01-31,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48125-00006,마산-서항공원-12호공원,근린공원,경상남도 창원시 마산합포구 해운동 54번지,경상남도 창원시 마산합포구 해운동 54번지,35.176497,128.566052,10887,"농구장 1면, 족구장 1면, 배더민턴장 2면, 인라인스케이트장",-,"주차장 1개소, 화장실 1동, 음수대 1개",-,"사각파고라 4동, 운동기구 11개, 지압보도",1994-07-12,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48127-00011,제16호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 267-1번지 일원,경상남도 창원시 마산회원구 구암동 267-1번지 일원,35.254862,128.596867,992,-,조합놀이대,-,-,-,1979-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00010,제15호 어린이공원,어린이공원,경상남도 창원시 마산회원구 소계천서길 59 일원,경상남도 창원시 마산회원구 구암동 1336-2번지 일원,35.257254,128.596756,1480,-,-,-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00009,삼계 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 삼계리 산 278-4번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 산 278-4번지 일원,35.225646,128.502764,383000,"풋살경기장, 축구장, 농구장",흔들기구,화장실,-,-,1986-07-01,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00008,중리 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 중리 산 44번지 일원,경상남도 창원시 마산회원구 내서읍 중리 산 44번지 일원,35.248542,128.505409,725100,-,-,-,-,-,1986-07-01,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00007,상곡 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 상곡리 산 155번지 일원,경상남도 창원시 마산회원구 내서읍 상곡리 산 155번지 일원,35.239859,128.499936,1192100,-,-,-,-,-,1995-02-02,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00006,중앙 근린공원,근린공원,경상남도 창원시 마산회원구 양덕동 산 56-7번지 일원,경상남도 창원시 마산회원구 양덕동 산 56-7번지 일원,35.224239,128.576706,210462,-,-,-,도서관,-,1998-02-07,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00005,팔룡 근린공원,근린공원,경상남도 창원시 마산회원구 양덕동 334번지 일원,경상남도 창원시 마산회원구 양덕동 334번지 일원,35.225837,128.590732,2029481,"족구장, 배드민턴장, 운동장",-,-,-,-,2008-06-26,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00004,석전 근린공원,근린공원,경상남도 창원시 마산회원구 석전동 152-1,경상남도 창원시 마산회원구 석전동 152-1,35.229724,128.5693714,15240,"게이트볼장, 배드민턴장, 족구장","조합놀이대, 시소",화장실,-,계류분수,2005-07-20,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00003,원계 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 원계리 400-1,경상남도 창원시 마산회원구 내서읍 원계리 400-1,35.237213,128.5058877,7406,풋살경기장,-,화장실,-,-,1992-06-16,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00002,삼각지 근린공원,근린공원,경상남도 창원시 마산회원구 양덕동 412-8번지 일원,경상남도 창원시 마산회원구 양덕동 412-8번지 일원,35.220459,128.588704,18640,-,-,화장실,-,바닥분수,2010-01-21,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00001,3.15 근린공원,근린공원,경상남도 창원시 마산회원구 구암동 산92번지 일원,경상남도 창원시 마산회원구 구암동 산92번지 일원,35.253942,128.589058,138420,-,-,주차장,-,"국립3.15기념관, 민주묘지",1998-02-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48125-00037,문화공원(창원덴소도시첨단산업단지),문화공원,경상남도 창원시 마산합포구 우산동 300-3번지,경상남도 창원시 마산합포구 우산동 300-3번지,35.156485,128.55017,7208,"농구장 1면, 족구장 2면, 테니스장 1면, 배더민턴장 2면",-,-,우산동 유적 전시물,"파고라 3동, 운동기구 6개",2013-05-16,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00036,마산-진전2호공원,어린이공원,경상남도 창원시 마산합포구 진전면 오서리 1763-2번지,경상남도 창원시 마산합포구 진전면 오서리 1763-2번지,35.100925,128.417423,755,-,"시소 2개, 흔들놀이 3개",-,-,"육각정자 1동, 운동기구 3개",2002-01-17,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00035,마산-진북2호공원,어린이공원,경상남도 창원시 마산합포구 진북면 지산1길 71,경상남도 창원시 마산합포구 진북면 지산리 226-19번지 일원,35.115664,128.464534,1770,-,-,"화장실 1동, 음수대 1개",평화통일 기념비,"사각정자 3동, 운동기구 9개, 농구대 2개",2002-01-17,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00034,마산-진동4호공원(77호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 140번지 일원,경상남도 창원시 마산합포구 진동면 진동리 140번지 일원,35.114883,128.490649,2800,-,"조합놀이대 2개, 그네 1개, 흔들놀이 5개",-,-,"파고라 3동, 운동기구 5개",2008-09-11,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00033,마산-진동2호공원(75호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 622번지,경상남도 창원시 마산합포구 진동면 진동리 622번지,35.119831,128.487423,2200,-,"조합놀이대 1개, 흔들놀이 3개",-,-,"파고라 2동, 운동기구 8개, 농구대 1개",1994-12-31,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00032,마산-진동1호공원(74호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 430번지,경상남도 창원시 마산합포구 진동면 진동리 430번지,35.117282,128.486814,2100,-,"조합놀이대 1개, 시소 2개, 그네 2개, 흔들놀이 5개",-,-,"파고라 3동, 운동기구 8개, 농구대 1개",1994-12-31,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00031,마산-어린이공원-85,어린이공원,경상남도 창원시 마산합포구 진북면 신촌리 11-8번지,경상남도 창원시 마산합포구 진북면 신촌리 11-8번지,35.140232,128.481395,5874,"농구장 1면, 족구장 1면, 배더민턴장 1면",-,-,-,"파고라 2동, 운동기구 6개",2009-05-21,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00030,마산-어린이공원-84,어린이공원,경상남도 창원시 마산합포구 진북면 신촌리 9-4번지,경상남도 창원시 마산합포구 진북면 신촌리 9-4번지,35.140406,128.480871,4639,"족구장 1면, 배더민턴장 1면",-,-,-,파고라 1동,2007-11-29,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00029,마산-어린이공원-83(진북5호공원),어린이공원,경상남도 창원시 마산합포구 진북면 망곡리 431번지,경상남도 창원시 마산합포구 진북면 망곡리 431번지,35.140605,128.483026,4353,농구장 1면,-,-,유적물 전시 월드라이팅,파고라 2동,2005-09-08,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00028,마산-어린이공원-82(진북4호공원),어린이공원,경상남도 창원시 마산합포구 진북면 망곡리 424번지,경상남도 창원시 마산합포구 진북면 망곡리 424번지,35.140671,128.4841,2017,-,-,-,-,"파고라 1동, 운동기구 3개",2005-09-08,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48123-00035,강정,어린이공원,경상남도 창원시 성산구 창이대로684번길 30,경상남도 창원시 성산구 사파동 115,35.22235512,128.6968659,3686,-,"조합놀이대, 흔들놀이기구, 시소, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00034,개월,어린이공원,경상남도 창원시 성산구 사파동 109-1,경상남도 창원시 성산구 사파동 109-1,35.220721,128.699074,1495,-,"조합놀이대, 흔들놀이기구, 시소",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48125-00026,마산-69호공원,어린이공원,경상남도 창원시 마산합포구 자산동 20번지 일원,경상남도 창원시 마산합포구 자산동 20번지 일원,35.205288,128.565071,1722,-,조합놀이대 1개,지하주차장 1개소,-,"사각정자 1동, 운동기구 8개",2002-07-29,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00025,마산-68호공원,어린이공원,경상남도 창원시 마산합포구 완월동 390-2번지 일원,경상남도 창원시 마산합포구 완월동 390-2번지 일원,35.198032,128.55879,1665,-,-,화장실 1동,-,"사각정자 1동, 파고라 2동, 운동기구 10개",2001-12-21,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00024,마산-56호공원,어린이공원,경상남도 창원시 마산합포구 가포로 63,경상남도 창원시 마산합포구 해운동 40번지,35.177844,128.563776,6047,-,-,-,-,"경노당, 파고라 4동, 운동기구 9개",1994-07-12,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00023,마산-55호공원,어린이공원,경상남도 창원시 마산합포구 해운동 73번지,경상남도 창원시 마산합포구 해운동 73번지,35.184831,128.564193,3177,-,-,-,매미희생자 위령비,"사각정자 1동, 파고라 1동, 운동기구 10개",1994-07-12,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00022,마산-54호공원,어린이공원,경상남도 창원시 마산합포구 해안대로 279-3,경상남도 창원시 마산합포구 신포동1가 65-1번지,35.19927659,128.5721855,2831,-,-,화장실 1동,-,"파고라 1동, 운동기구 4개",1994-07-12,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00021,마산-53호공원,어린이공원,경상남도 창원시 마산합포구 월영동 710-3번지,경상남도 창원시 마산합포구 월영동 710-3번지,35.170725,128.557189,1558,-,"조합놀이대 1개, 시소 1개",급수시설 1개,-,파고라 1동,1993-07-23,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00020,마산-52호공원,어린이공원,경상남도 창원시 마산합포구 월영동 707번지 일원,경상남도 창원시 마산합포구 월영동 707번지 일원,35.173599,128.55894,8934,-,-,음수대 2개,-,"육각정자 1동, 사각정자 2동, 파고라 1동, 운동기구 12개, 연못, 분수",1993-07-23,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00019,마산-51호공원,어린이공원,경상남도 창원시 마산합포구 자산동 28-3번지,경상남도 창원시 마산합포구 자산동 28-3번지,35.204227,128.56101,1687,-,-,-,-,-,1986-11-28,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00018,마산-50호공원,어린이공원,경상남도 창원시 마산합포구 자산동 23-4번지,경상남도 창원시 마산합포구 자산동 23-4번지,35.206094,128.563011,1665,-,"조합놀이대 1개, 4인시소 1개",-,-,"파고라 1동, 농구대 1개, 운동기구 3개",1986-11-28,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00017,마산-42호공원,어린이공원,경상남도 창원시 마산합포구 교방동 362-7번지 일원,경상남도 창원시 마산합포구 교방동 362-7번지 일원,35.214707,128.563383,1500,"족구장 1면, 배더민턴장 2면",-,-,-,운동기구 10개,1976-12-09,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00016,마산-32호공원,어린이공원,경상남도 창원시 마산합포구 산호동 56-7번지,경상남도 창원시 마산합포구 산호동 56-7번지,35.217638,128.578533,673,-,조합놀이대 1개,-,-,운동기구 3개,1967-12-30,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00015,마산-31호공원,어린이공원,경상남도 창원시 마산합포구 산호북10길 5-1,경상남도 창원시 마산합포구 산호동 22-8번지,35.218705,128.583249,678,-,"조합놀이대 1개, 그네 1개",-,-,운동기구 1개,1967-12-30,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
